Index,att1,att2,att3,att4,att5,att6,att7,att8,att9,att10,att11,att12,att13,att14,att15,att16,id,outlier
5697,46.0,78.0,59.0,42.0,51.0,0.0,0.0,6.0,47.0,39.0,100.0,69.0,90.0,100.0,21.0,94.0,6330.0,0
5698,93.0,75.0,80.0,100.0,0.0,74.0,51.0,38.0,96.0,4.0,6.0,0.0,32.0,43.0,100.0,79.0,6332.0,0
5699,0.0,95.0,45.0,100.0,60.0,64.0,43.0,20.0,23.0,0.0,5.0,39.0,52.0,40.0,100.0,36.0,6333.0,0
5700,75.0,100.0,0.0,88.0,54.0,58.0,100.0,24.0,44.0,0.0,2.0,29.0,41.0,65.0,22.0,96.0,6334.0,0
5701,45.0,84.0,73.0,100.0,100.0,98.0,82.0,72.0,69.0,43.0,61.0,14.0,31.0,0.0,0.0,2.0,6335.0,0
5702,88.0,97.0,28.0,91.0,26.0,43.0,100.0,5.0,0.0,0.0,37.0,51.0,94.0,100.0,31.0,87.0,6336.0,0
5703,0.0,65.0,25.0,79.0,55.0,100.0,62.0,92.0,62.0,68.0,62.0,44.0,78.0,22.0,100.0,0.0,6338.0,0
5704,9.0,70.0,32.0,100.0,59.0,78.0,36.0,43.0,0.0,15.0,6.0,10.0,52.0,1.0,100.0,0.0,6339.0,0
5705,100.0,100.0,82.0,92.0,46.0,70.0,16.0,44.0,0.0,15.0,36.0,0.0,60.0,20.0,12.0,32.0,6340.0,0
5706,48.0,88.0,91.0,69.0,76.0,100.0,16.0,75.0,93.0,75.0,100.0,56.0,84.0,11.0,0.0,0.0,6341.0,0
5707,24.0,78.0,59.0,100.0,100.0,91.0,71.0,59.0,61.0,47.0,88.0,19.0,48.0,0.0,0.0,13.0,6342.0,0
5708,48.0,84.0,55.0,58.0,85.0,83.0,34.0,100.0,67.0,65.0,100.0,28.0,59.0,0.0,0.0,0.0,6343.0,0
5709,28.0,64.0,39.0,100.0,78.0,98.0,62.0,61.0,30.0,31.0,0.0,13.0,51.0,10.0,100.0,0.0,6344.0,0
5710,36.0,98.0,8.0,67.0,0.0,21.0,40.0,0.0,85.0,29.0,100.0,72.0,59.0,100.0,15.0,75.0,6345.0,0
5711,10.0,46.0,0.0,71.0,38.0,94.0,79.0,100.0,76.0,75.0,72.0,50.0,76.0,24.0,100.0,0.0,6346.0,0
5712,37.0,75.0,46.0,100.0,69.0,80.0,40.0,44.0,1.0,15.0,0.0,16.0,50.0,7.0,100.0,0.0,6347.0,0
5713,0.0,75.0,21.0,100.0,52.0,81.0,46.0,44.0,17.0,18.0,28.0,24.0,65.0,12.0,100.0,0.0,6348.0,0
5714,13.0,77.0,21.0,58.0,46.0,25.0,11.0,0.0,0.0,42.0,2.0,88.0,49.0,98.0,100.0,100.0,6349.0,0
5715,35.0,79.0,66.0,100.0,87.0,72.0,69.0,38.0,36.0,10.0,0.0,0.0,50.0,4.0,100.0,5.0,6350.0,0
5716,100.0,100.0,78.0,96.0,32.0,66.0,0.0,33.0,11.0,0.0,89.0,11.0,85.0,35.0,3.0,24.0,6351.0,0
5717,35.0,90.0,75.0,100.0,88.0,74.0,58.0,54.0,100.0,41.0,88.0,14.0,44.0,4.0,0.0,0.0,6352.0,0
5718,55.0,94.0,9.0,78.0,56.0,57.0,60.0,4.0,0.0,0.0,4.0,43.0,40.0,93.0,100.0,100.0,6353.0,0
5719,49.0,72.0,46.0,100.0,0.0,71.0,48.0,35.0,79.0,0.0,11.0,21.0,40.0,58.0,100.0,86.0,6354.0,0
5720,8.0,87.0,0.0,43.0,10.0,0.0,61.0,3.0,95.0,38.0,100.0,81.0,53.0,100.0,1.0,83.0,6355.0,0
5721,20.0,67.0,0.0,27.0,36.0,0.0,84.0,17.0,100.0,60.0,77.0,100.0,31.0,85.0,10.0,44.0,6356.0,0
5722,100.0,84.0,57.0,88.0,73.0,43.0,63.0,0.0,0.0,6.0,45.0,45.0,99.0,80.0,83.0,100.0,6357.0,0
5723,54.0,57.0,70.0,100.0,0.0,83.0,37.0,41.0,90.0,0.0,19.0,0.0,36.0,45.0,100.0,82.0,6358.0,0
5724,0.0,75.0,19.0,99.0,57.0,100.0,66.0,73.0,56.0,46.0,38.0,20.0,55.0,2.0,100.0,0.0,6359.0,0
5725,0.0,60.0,34.0,83.0,57.0,100.0,51.0,64.0,48.0,29.0,13.0,0.0,20.0,2.0,100.0,4.0,6360.0,0
5726,100.0,100.0,74.0,86.0,48.0,73.0,29.0,59.0,16.0,44.0,6.0,29.0,0.0,15.0,0.0,0.0,6362.0,0
5727,15.0,100.0,0.0,58.0,9.0,14.0,47.0,0.0,84.0,16.0,100.0,57.0,77.0,92.0,38.0,95.0,6364.0,0
5728,69.0,67.0,100.0,100.0,42.0,94.0,31.0,57.0,86.0,69.0,90.0,43.0,58.0,7.0,0.0,0.0,6365.0,0
5729,19.0,86.0,9.0,55.0,13.0,16.0,60.0,0.0,96.0,33.0,100.0,72.0,57.0,100.0,0.0,82.0,6367.0,0
5730,0.0,85.0,34.0,100.0,100.0,94.0,82.0,45.0,49.0,0.0,11.0,3.0,29.0,31.0,96.0,31.0,6369.0,0
5731,0.0,71.0,44.0,85.0,85.0,100.0,100.0,96.0,95.0,71.0,88.0,46.0,86.0,21.0,85.0,0.0,6370.0,0
5732,67.0,89.0,25.0,100.0,33.0,75.0,51.0,94.0,85.0,64.0,100.0,23.0,56.0,0.0,0.0,10.0,6371.0,0
5733,100.0,100.0,58.0,79.0,30.0,53.0,18.0,24.0,42.0,0.0,93.0,10.0,52.0,23.0,0.0,16.0,6373.0,0
5734,0.0,69.0,56.0,76.0,85.0,99.0,98.0,100.0,100.0,75.0,97.0,50.0,92.0,25.0,92.0,0.0,6374.0,0
5735,79.0,86.0,27.0,68.0,0.0,35.0,11.0,0.0,70.0,5.0,100.0,37.0,84.0,71.0,43.0,100.0,6375.0,0
5736,0.0,54.0,35.0,63.0,68.0,80.0,98.0,100.0,100.0,85.0,81.0,57.0,64.0,29.0,50.0,0.0,6376.0,0
5737,61.0,73.0,52.0,100.0,14.0,72.0,54.0,36.0,58.0,0.0,0.0,17.0,45.0,49.0,100.0,79.0,6377.0,0
5738,40.0,56.0,100.0,92.0,26.0,100.0,15.0,51.0,77.0,9.0,0.0,0.0,16.0,46.0,100.0,80.0,6378.0,0
5739,27.0,86.0,50.0,100.0,100.0,95.0,64.0,72.0,50.0,47.0,80.0,21.0,53.0,0.0,0.0,3.0,6379.0,0
5740,0.0,50.0,52.0,75.0,100.0,100.0,92.0,63.0,80.0,26.0,45.0,0.0,12.0,3.0,90.0,2.0,6380.0,0
5741,0.0,66.0,21.0,72.0,65.0,88.0,100.0,100.0,94.0,75.0,87.0,49.0,79.0,23.0,79.0,0.0,6381.0,0
5742,19.0,89.0,64.0,100.0,70.0,61.0,41.0,27.0,0.0,4.0,4.0,3.0,52.0,4.0,100.0,0.0,6383.0,0
5743,8.0,81.0,53.0,100.0,100.0,94.0,64.0,66.0,77.0,54.0,99.0,30.0,54.0,8.0,0.0,0.0,6384.0,0
5744,0.0,45.0,36.0,69.0,68.0,93.0,88.0,100.0,84.0,75.0,84.0,50.0,84.0,24.0,100.0,0.0,6385.0,0
5745,0.0,83.0,33.0,92.0,100.0,100.0,95.0,69.0,60.0,35.0,30.0,0.0,26.0,31.0,86.0,36.0,6389.0,0
5746,35.0,55.0,46.0,55.0,100.0,23.0,60.0,0.0,5.0,28.0,32.0,64.0,65.0,100.0,0.0,79.0,6391.0,0
5747,0.0,81.0,43.0,80.0,100.0,100.0,86.0,86.0,57.0,65.0,36.0,43.0,21.0,21.0,18.0,0.0,6392.0,0
5748,10.0,73.0,0.0,38.0,26.0,0.0,75.0,12.0,100.0,52.0,89.0,95.0,39.0,100.0,3.0,67.0,6393.0,0
5749,16.0,100.0,59.0,99.0,69.0,80.0,76.0,64.0,100.0,42.0,85.0,16.0,45.0,2.0,0.0,0.0,6394.0,0
5750,0.0,53.0,40.0,72.0,82.0,95.0,100.0,100.0,68.0,75.0,38.0,51.0,18.0,25.0,10.0,0.0,6396.0,0
5751,54.0,81.0,46.0,98.0,86.0,100.0,75.0,58.0,43.0,24.0,0.0,0.0,48.0,2.0,100.0,8.0,6398.0,0
5752,35.0,86.0,67.0,100.0,100.0,84.0,57.0,66.0,95.0,44.0,96.0,12.0,48.0,0.0,0.0,11.0,6399.0,0
5753,46.0,90.0,41.0,60.0,99.0,87.0,54.0,100.0,89.0,98.0,100.0,58.0,67.0,20.0,0.0,0.0,6400.0,0
5754,100.0,87.0,52.0,100.0,13.0,75.0,65.0,62.0,96.0,76.0,84.0,41.0,60.0,7.0,0.0,0.0,6401.0,0
5755,2.0,64.0,21.0,100.0,47.0,81.0,30.0,44.0,0.0,12.0,7.0,24.0,53.0,14.0,100.0,0.0,6402.0,0
5756,11.0,74.0,22.0,100.0,93.0,98.0,91.0,69.0,49.0,41.0,0.0,17.0,25.0,0.0,100.0,6.0,6403.0,0
5757,40.0,100.0,0.0,75.0,73.0,40.0,81.0,0.0,1.0,9.0,54.0,51.0,100.0,93.0,15.0,98.0,6404.0,0
5758,0.0,54.0,53.0,76.0,98.0,100.0,91.0,94.0,84.0,68.0,79.0,42.0,70.0,16.0,100.0,0.0,6405.0,0
5759,0.0,44.0,33.0,65.0,73.0,87.0,100.0,100.0,79.0,75.0,56.0,50.0,39.0,24.0,59.0,0.0,6406.0,0
5760,56.0,68.0,100.0,95.0,46.0,100.0,0.0,74.0,48.0,70.0,99.0,62.0,74.0,30.0,40.0,0.0,6407.0,0
5761,58.0,91.0,93.0,100.0,77.0,73.0,97.0,49.0,100.0,20.0,70.0,0.0,26.0,7.0,0.0,28.0,6408.0,0
5762,64.0,94.0,50.0,74.0,90.0,36.0,55.0,0.0,0.0,15.0,48.0,51.0,100.0,86.0,24.0,100.0,6409.0,0
5763,34.0,74.0,62.0,100.0,100.0,86.0,69.0,60.0,75.0,48.0,90.0,19.0,50.0,1.0,0.0,0.0,6410.0,0
5764,1.0,80.0,33.0,100.0,84.0,93.0,54.0,64.0,84.0,44.0,100.0,15.0,52.0,0.0,0.0,1.0,6411.0,0
5765,32.0,82.0,73.0,100.0,100.0,92.0,66.0,66.0,76.0,44.0,92.0,18.0,48.0,3.0,0.0,0.0,6412.0,0
5766,0.0,73.0,25.0,100.0,54.0,99.0,39.0,65.0,18.0,35.0,22.0,7.0,61.0,5.0,100.0,0.0,6413.0,0
5767,0.0,96.0,58.0,100.0,86.0,86.0,65.0,44.0,55.0,0.0,38.0,11.0,38.0,39.0,100.0,42.0,6414.0,0
5768,38.0,77.0,86.0,97.0,100.0,100.0,41.0,92.0,23.0,56.0,80.0,44.0,56.0,12.0,0.0,0.0,6415.0,0
5769,51.0,81.0,86.0,100.0,81.0,85.0,81.0,58.0,88.0,31.0,56.0,6.0,0.0,0.0,100.0,2.0,6416.0,0
5770,2.0,94.0,51.0,100.0,100.0,95.0,69.0,71.0,100.0,46.0,97.0,17.0,51.0,5.0,0.0,0.0,6417.0,0
5771,0.0,80.0,25.0,100.0,56.0,97.0,61.0,61.0,40.0,29.0,38.0,0.0,69.0,0.0,100.0,4.0,6419.0,0
5772,39.0,99.0,0.0,65.0,74.0,52.0,74.0,9.0,21.0,0.0,23.0,50.0,24.0,99.0,100.0,100.0,6420.0,0
5773,23.0,49.0,81.0,69.0,100.0,100.0,35.0,87.0,33.0,53.0,68.0,21.0,13.0,0.0,0.0,28.0,6422.0,0
5774,40.0,88.0,23.0,45.0,39.0,0.0,85.0,3.0,100.0,49.0,79.0,93.0,32.0,100.0,0.0,67.0,6423.0,0
5775,0.0,95.0,40.0,100.0,59.0,80.0,32.0,56.0,5.0,32.0,14.0,7.0,57.0,0.0,100.0,1.0,6424.0,0
5776,4.0,87.0,17.0,67.0,40.0,34.0,9.0,0.0,0.0,39.0,2.0,84.0,48.0,100.0,100.0,97.0,6425.0,0
5777,39.0,96.0,2.0,70.0,53.0,38.0,63.0,0.0,0.0,10.0,6.0,55.0,31.0,94.0,100.0,100.0,6426.0,0
5778,39.0,86.0,78.0,61.0,100.0,100.0,33.0,85.0,83.0,74.0,83.0,54.0,75.0,6.0,0.0,0.0,6427.0,0
5779,0.0,93.0,40.0,100.0,57.0,56.0,44.0,5.0,20.0,0.0,18.0,34.0,59.0,44.0,100.0,54.0,6428.0,0
5780,68.0,100.0,41.0,94.0,13.0,61.0,0.0,27.0,32.0,0.0,100.0,20.0,60.0,32.0,9.0,7.0,6429.0,0
5781,100.0,93.0,34.0,100.0,0.0,73.0,64.0,71.0,87.0,94.0,74.0,62.0,64.0,31.0,62.0,0.0,6430.0,0
5782,21.0,71.0,65.0,100.0,95.0,77.0,65.0,34.0,24.0,0.0,0.0,10.0,51.0,23.0,100.0,1.0,6431.0,0
5783,0.0,81.0,44.0,100.0,100.0,86.0,79.0,45.0,49.0,5.0,29.0,0.0,26.0,34.0,90.0,32.0,6432.0,0
5784,0.0,95.0,53.0,100.0,100.0,86.0,98.0,51.0,80.0,18.0,55.0,0.0,33.0,31.0,87.0,34.0,6433.0,0
5785,59.0,100.0,17.0,69.0,0.0,31.0,32.0,0.0,86.0,22.0,100.0,61.0,78.0,97.0,16.0,96.0,6436.0,0
5786,43.0,92.0,70.0,100.0,68.0,66.0,39.0,37.0,0.0,18.0,17.0,34.0,56.0,13.0,100.0,0.0,6437.0,0
5787,8.0,81.0,42.0,98.0,92.0,100.0,100.0,79.0,63.0,60.0,65.0,36.0,44.0,14.0,0.0,0.0,6438.0,0
5788,76.0,76.0,47.0,100.0,0.0,84.0,48.0,66.0,83.0,68.0,100.0,33.0,87.0,0.0,26.0,0.0,6439.0,0
5789,0.0,100.0,46.0,96.0,91.0,94.0,100.0,82.0,72.0,59.0,53.0,33.0,49.0,5.0,66.0,0.0,6440.0,0
5790,32.0,97.0,34.0,58.0,61.0,21.0,0.0,0.0,5.0,35.0,55.0,66.0,100.0,100.0,39.0,93.0,6442.0,0
5791,0.0,56.0,30.0,73.0,64.0,87.0,99.0,100.0,100.0,79.0,85.0,52.0,79.0,23.0,97.0,0.0,6444.0,0
5792,5.0,85.0,44.0,100.0,72.0,71.0,52.0,33.0,21.0,0.0,0.0,34.0,50.0,41.0,100.0,45.0,6445.0,0
5793,72.0,91.0,21.0,75.0,13.0,30.0,53.0,0.0,100.0,24.0,100.0,69.0,55.0,100.0,0.0,88.0,6448.0,0
5794,23.0,73.0,30.0,100.0,80.0,93.0,60.0,61.0,90.0,44.0,100.0,10.0,50.0,0.0,0.0,15.0,6449.0,0
5795,0.0,56.0,56.0,69.0,82.0,92.0,92.0,100.0,85.0,75.0,85.0,50.0,86.0,24.0,100.0,0.0,6450.0,0
5796,59.0,43.0,100.0,79.0,64.0,100.0,22.0,66.0,55.0,28.0,12.0,0.0,0.0,27.0,67.0,56.0,6451.0,0
5797,100.0,100.0,61.0,99.0,24.0,66.0,0.0,31.0,22.0,0.0,93.0,13.0,70.0,33.0,3.0,18.0,6452.0,0
5798,4.0,86.0,38.0,100.0,44.0,74.0,24.0,47.0,0.0,20.0,21.0,1.0,60.0,0.0,100.0,1.0,6453.0,0
5799,42.0,100.0,8.0,77.0,0.0,32.0,30.0,0.0,72.0,7.0,100.0,42.0,81.0,80.0,40.0,81.0,6454.0,0
5800,21.0,83.0,0.0,65.0,0.0,28.0,35.0,0.0,84.0,17.0,100.0,53.0,84.0,88.0,30.0,100.0,6456.0,0
5801,100.0,88.0,20.0,100.0,43.0,54.0,78.0,10.0,0.0,0.0,12.0,42.0,83.0,74.0,50.0,93.0,6457.0,0
5802,0.0,100.0,22.0,86.0,60.0,80.0,100.0,80.0,84.0,65.0,66.0,42.0,51.0,18.0,47.0,0.0,6459.0,0
5803,92.0,78.0,42.0,100.0,0.0,70.0,41.0,36.0,86.0,2.0,19.0,0.0,28.0,34.0,100.0,63.0,6460.0,0
5804,61.0,83.0,4.0,66.0,29.0,100.0,80.0,85.0,100.0,46.0,100.0,6.0,43.0,0.0,0.0,29.0,6461.0,0
5805,42.0,100.0,15.0,73.0,0.0,45.0,4.0,17.0,51.0,0.0,100.0,16.0,92.0,43.0,34.0,39.0,6462.0,0
5806,0.0,17.0,100.0,38.0,96.0,69.0,91.0,100.0,78.0,94.0,70.0,62.0,65.0,31.0,70.0,0.0,6463.0,0
5807,40.0,97.0,0.0,60.0,54.0,41.0,43.0,0.0,12.0,13.0,20.0,60.0,33.0,99.0,100.0,100.0,6464.0,0
5808,71.0,73.0,92.0,100.0,18.0,81.0,25.0,45.0,45.0,9.0,0.0,0.0,18.0,33.0,100.0,52.0,6465.0,0
5809,0.0,44.0,41.0,62.0,78.0,85.0,100.0,100.0,87.0,75.0,70.0,50.0,55.0,25.0,41.0,0.0,6466.0,0
5810,81.0,100.0,39.0,94.0,69.0,77.0,63.0,73.0,86.0,41.0,100.0,9.0,52.0,0.0,0.0,2.0,6469.0,0
5811,31.0,88.0,3.0,84.0,77.0,100.0,100.0,96.0,69.0,72.0,37.0,49.0,14.0,24.0,0.0,0.0,6470.0,0
5812,3.0,88.0,0.0,51.0,16.0,10.0,64.0,0.0,98.0,34.0,100.0,76.0,56.0,100.0,5.0,85.0,6471.0,0
5813,34.0,89.0,96.0,100.0,93.0,99.0,24.0,86.0,60.0,72.0,100.0,46.0,63.0,16.0,0.0,0.0,6473.0,0
5814,11.0,91.0,41.0,100.0,64.0,79.0,53.0,50.0,84.0,29.0,100.0,8.0,51.0,0.0,0.0,2.0,6475.0,0
5815,7.0,71.0,38.0,49.0,70.0,20.0,25.0,0.0,1.0,34.0,0.0,69.0,33.0,100.0,100.0,97.0,6476.0,0
5816,47.0,100.0,77.0,100.0,72.0,55.0,42.0,19.0,0.0,0.0,5.0,12.0,52.0,7.0,100.0,0.0,6477.0,0
5817,29.0,79.0,80.0,70.0,75.0,100.0,16.0,79.0,91.0,78.0,100.0,46.0,81.0,10.0,0.0,0.0,6478.0,0
5818,0.0,96.0,43.0,100.0,70.0,70.0,59.0,29.0,39.0,0.0,19.0,39.0,52.0,45.0,100.0,44.0,6480.0,0
5819,0.0,75.0,33.0,100.0,66.0,77.0,68.0,40.0,60.0,5.0,51.0,0.0,48.0,30.0,100.0,33.0,6481.0,0
5820,74.0,100.0,25.0,92.0,0.0,63.0,3.0,32.0,39.0,6.0,100.0,9.0,74.0,25.0,38.0,0.0,6482.0,0
5821,87.0,100.0,48.0,100.0,17.0,67.0,6.0,31.0,38.0,0.0,100.0,12.0,52.0,29.0,0.0,4.0,6483.0,0
5822,0.0,94.0,48.0,100.0,85.0,80.0,78.0,41.0,75.0,0.0,96.0,1.0,100.0,32.0,45.0,37.0,6484.0,0
5823,8.0,65.0,3.0,100.0,46.0,99.0,35.0,55.0,0.0,24.0,4.0,8.0,52.0,0.0,100.0,2.0,6485.0,0
5824,56.0,92.0,100.0,100.0,87.0,99.0,44.0,87.0,28.0,54.0,68.0,36.0,45.0,6.0,0.0,0.0,6486.0,0
5825,13.0,100.0,18.0,72.0,100.0,85.0,18.0,95.0,12.0,75.0,98.0,67.0,64.0,30.0,0.0,0.0,6487.0,0
5826,33.0,100.0,100.0,99.0,66.0,98.0,7.0,86.0,32.0,65.0,81.0,38.0,66.0,5.0,0.0,0.0,6488.0,0
5827,78.0,91.0,11.0,100.0,6.0,67.0,38.0,34.0,51.0,0.0,0.0,20.0,35.0,51.0,100.0,72.0,6489.0,0
5828,13.0,87.0,61.0,100.0,100.0,86.0,69.0,59.0,73.0,51.0,87.0,21.0,46.0,0.0,0.0,5.0,6490.0,0
5829,0.0,68.0,16.0,97.0,56.0,100.0,62.0,66.0,43.0,33.0,23.0,2.0,61.0,0.0,100.0,0.0,6491.0,0
5830,0.0,87.0,26.0,100.0,95.0,82.0,88.0,41.0,63.0,0.0,27.0,11.0,15.0,40.0,100.0,43.0,6492.0,0
5831,24.0,100.0,5.0,57.0,0.0,13.0,41.0,0.0,84.0,25.0,100.0,65.0,57.0,86.0,7.0,87.0,6493.0,0
5832,0.0,0.0,38.0,14.0,71.0,32.0,93.0,55.0,100.0,81.0,76.0,100.0,48.0,82.0,73.0,62.0,6494.0,0
5833,38.0,97.0,21.0,61.0,38.0,16.0,4.0,0.0,0.0,45.0,11.0,88.0,55.0,100.0,100.0,99.0,6496.0,0
5834,100.0,65.0,72.0,100.0,0.0,85.0,20.0,52.0,79.0,78.0,99.0,48.0,83.0,5.0,14.0,0.0,6497.0,0
5835,3.0,97.0,42.0,63.0,100.0,31.0,61.0,0.0,0.0,19.0,38.0,57.0,80.0,95.0,32.0,100.0,6498.0,0
5836,65.0,100.0,28.0,74.0,0.0,45.0,0.0,13.0,50.0,0.0,100.0,12.0,58.0,24.0,5.0,13.0,6499.0,0
5837,80.0,50.0,77.0,96.0,21.0,100.0,58.0,55.0,77.0,9.0,0.0,0.0,24.0,46.0,100.0,82.0,6500.0,0
5838,23.0,67.0,43.0,100.0,73.0,85.0,68.0,49.0,41.0,17.0,0.0,0.0,49.0,4.0,100.0,6.0,6501.0,0
5839,53.0,100.0,52.0,83.0,18.0,52.0,0.0,19.0,45.0,0.0,100.0,17.0,52.0,37.0,28.0,13.0,6502.0,0
5840,37.0,90.0,5.0,60.0,12.0,15.0,60.0,0.0,98.0,32.0,100.0,76.0,55.0,100.0,0.0,90.0,6503.0,0
5841,0.0,56.0,29.0,70.0,66.0,87.0,100.0,100.0,88.0,75.0,73.0,50.0,58.0,25.0,48.0,0.0,6504.0,0
5842,40.0,79.0,45.0,55.0,69.0,19.0,15.0,0.0,13.0,36.0,67.0,68.0,100.0,100.0,0.0,99.0,6505.0,0
5843,15.0,100.0,20.0,55.0,76.0,48.0,69.0,0.0,20.0,10.0,0.0,61.0,38.0,95.0,100.0,99.0,6507.0,0
5844,0.0,100.0,48.0,91.0,93.0,84.0,77.0,41.0,54.0,0.0,26.0,7.0,49.0,27.0,100.0,25.0,6508.0,0
5845,0.0,40.0,30.0,55.0,56.0,77.0,82.0,100.0,100.0,91.0,89.0,60.0,76.0,30.0,74.0,0.0,6509.0,0
5846,13.0,99.0,0.0,59.0,10.0,17.0,62.0,0.0,100.0,30.0,87.0,72.0,41.0,100.0,0.0,75.0,6510.0,0
5847,0.0,48.0,30.0,66.0,72.0,87.0,100.0,100.0,73.0,75.0,47.0,50.0,22.0,25.0,0.0,0.0,6511.0,0
5848,100.0,100.0,90.0,96.0,45.0,71.0,14.0,43.0,16.0,12.0,78.0,0.0,72.0,16.0,0.0,18.0,6512.0,0
5849,100.0,100.0,60.0,91.0,31.0,69.0,12.0,44.0,4.0,17.0,34.0,0.0,46.0,20.0,0.0,21.0,6513.0,0
5850,0.0,90.0,62.0,100.0,100.0,82.0,78.0,48.0,63.0,13.0,52.0,0.0,24.0,31.0,85.0,44.0,6514.0,0
5851,28.0,85.0,11.0,63.0,82.0,37.0,88.0,0.0,9.0,1.0,0.0,46.0,16.0,88.0,100.0,100.0,6515.0,0
5852,0.0,39.0,35.0,59.0,65.0,81.0,100.0,100.0,95.0,75.0,87.0,50.0,78.0,25.0,77.0,0.0,6516.0,0
5853,0.0,91.0,27.0,100.0,69.0,83.0,60.0,42.0,54.0,0.0,100.0,22.0,76.0,44.0,23.0,49.0,6517.0,0
5854,100.0,100.0,44.0,89.0,11.0,61.0,0.0,30.0,23.0,0.0,84.0,1.0,88.0,28.0,28.0,29.0,6518.0,0
5855,12.0,97.0,56.0,100.0,97.0,87.0,100.0,63.0,95.0,39.0,82.0,10.0,41.0,0.0,0.0,12.0,6519.0,0
5856,63.0,80.0,88.0,100.0,97.0,67.0,72.0,33.0,32.0,6.0,0.0,7.0,51.0,21.0,100.0,0.0,6521.0,0
5857,40.0,96.0,83.0,100.0,81.0,72.0,73.0,61.0,100.0,35.0,79.0,6.0,35.0,0.0,0.0,19.0,6522.0,0
5858,88.0,85.0,100.0,100.0,60.0,75.0,26.0,48.0,0.0,19.0,34.0,0.0,80.0,18.0,30.0,30.0,6523.0,0
5859,100.0,100.0,66.0,92.0,26.0,63.0,0.0,27.0,27.0,0.0,76.0,16.0,56.0,50.0,5.0,46.0,6524.0,0
5860,8.0,83.0,0.0,96.0,50.0,99.0,100.0,100.0,85.0,79.0,67.0,53.0,52.0,26.0,45.0,0.0,6525.0,0
5861,0.0,78.0,44.0,100.0,68.0,85.0,66.0,46.0,80.0,8.0,100.0,0.0,38.0,2.0,1.0,7.0,6526.0,0
5862,86.0,100.0,38.0,93.0,7.0,62.0,1.0,28.0,41.0,0.0,100.0,12.0,54.0,28.0,0.0,7.0,6527.0,0
5863,0.0,0.0,32.0,13.0,77.0,36.0,100.0,65.0,92.0,94.0,32.0,100.0,7.0,75.0,66.0,63.0,6528.0,0
5864,100.0,100.0,33.0,91.0,44.0,60.0,84.0,29.0,46.0,0.0,0.0,14.0,39.0,46.0,87.0,75.0,6529.0,0
5865,18.0,85.0,41.0,46.0,37.0,1.0,3.0,0.0,0.0,47.0,7.0,91.0,53.0,97.0,100.0,100.0,6530.0,0
5866,16.0,78.0,44.0,100.0,95.0,95.0,75.0,66.0,51.0,43.0,100.0,31.0,59.0,9.0,0.0,0.0,6531.0,0
5867,100.0,100.0,55.0,87.0,23.0,65.0,0.0,39.0,0.0,10.0,44.0,0.0,85.0,14.0,59.0,28.0,6532.0,0
5868,50.0,100.0,5.0,73.0,0.0,22.0,49.0,0.0,100.0,33.0,98.0,82.0,41.0,99.0,8.0,57.0,6533.0,0
5869,33.0,96.0,6.0,60.0,0.0,18.0,39.0,0.0,79.0,20.0,100.0,59.0,93.0,100.0,50.0,99.0,6534.0,0
5870,91.0,90.0,31.0,100.0,0.0,65.0,57.0,32.0,84.0,0.0,15.0,14.0,44.0,57.0,100.0,83.0,6535.0,0
5871,91.0,70.0,83.0,100.0,15.0,98.0,40.0,70.0,100.0,72.0,100.0,37.0,70.0,7.0,0.0,0.0,6536.0,0
5872,59.0,86.0,87.0,100.0,100.0,75.0,68.0,52.0,76.0,36.0,97.0,13.0,51.0,0.0,0.0,5.0,6537.0,0
5873,0.0,95.0,36.0,100.0,77.0,83.0,76.0,40.0,54.0,0.0,26.0,24.0,54.0,34.0,100.0,39.0,6538.0,0
5874,0.0,85.0,43.0,100.0,92.0,79.0,100.0,45.0,82.0,13.0,56.0,0.0,34.0,31.0,98.0,39.0,6539.0,0
5875,49.0,90.0,32.0,57.0,61.0,23.0,5.0,0.0,0.0,35.0,9.0,79.0,34.0,100.0,100.0,99.0,6540.0,0
5876,0.0,43.0,13.0,66.0,45.0,88.0,77.0,100.0,68.0,74.0,68.0,48.0,70.0,22.0,100.0,0.0,6542.0,0
5877,0.0,86.0,45.0,100.0,95.0,93.0,75.0,69.0,95.0,39.0,100.0,7.0,50.0,0.0,1.0,12.0,6543.0,0
5878,0.0,37.0,31.0,56.0,60.0,79.0,90.0,100.0,100.0,89.0,89.0,59.0,78.0,30.0,67.0,0.0,6544.0,0
5879,33.0,66.0,50.0,100.0,58.0,57.0,36.0,18.0,0.0,0.0,21.0,17.0,61.0,13.0,100.0,4.0,6545.0,0
5880,61.0,100.0,0.0,70.0,54.0,38.0,100.0,5.0,13.0,0.0,34.0,36.0,87.0,71.0,36.0,84.0,6546.0,0
5881,0.0,85.0,41.0,100.0,62.0,73.0,57.0,36.0,49.0,0.0,27.0,20.0,53.0,32.0,100.0,35.0,6548.0,0
5882,41.0,91.0,75.0,100.0,72.0,71.0,69.0,56.0,100.0,41.0,74.0,15.0,28.0,0.0,0.0,12.0,6549.0,0
5883,61.0,56.0,45.0,100.0,0.0,69.0,58.0,38.0,100.0,0.0,38.0,3.0,46.0,54.0,79.0,99.0,6550.0,0
5884,70.0,100.0,43.0,82.0,16.0,49.0,0.0,16.0,41.0,0.0,100.0,21.0,47.0,31.0,12.0,4.0,6551.0,0
